num_tokens,num_palabras,num_oraciones,num_verbs,num_nouns,num_adjs,num_advs,num_entidades,longitud_promedio_oracion,densidad_verbos,densidad_sustantivos,densidad_entidades,modelo,benchmark,label_gold_binaria,prompt
18,16,1,2,4,3,0,2,18.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,llama3-latest,halueval,1,Former player Darius Maskoliūnas coaches for which of the oldest Lithuanian basketball teams?
27,21,1,1,3,1,0,4,27.0,0.037037037037037035,0.1111111111111111,0.14814814814814814,llama3-latest,halueval,1,"Which award did Jorge Calvo Dorado receive for the psychological thriller film, Mindscape?"
133,105,6,11,22,8,3,13,22.166666666666668,0.08270676691729323,0.16541353383458646,0.09774436090225563,llama3-latest,halueval,1,What was the person who had a sidekick who the hosted nationally televised talent competition?
132,109,6,11,17,7,3,12,22.0,0.08333333333333333,0.12878787878787878,0.09090909090909091,llama3-latest,halueval,1,The host of the 32nd People's Choice Awards won how many Emmys?
126,98,7,8,15,8,2,15,18.0,0.06349206349206349,0.11904761904761904,0.11904761904761904,llama3-latest,halueval,1,"CYRCLE is a two-man collective made up of, American artists David Leavitt (Davey Detail) and David Torres (Rabi), born out of Los Angeles, California in 2010, their works can be seen all over the world and are in public and private collections including that of which hotel and casino located on the Las Vegas Strip in Paradise, Nevada, and the largest single hotel in the United States with 5,124 rooms? "
53,36,2,4,6,1,1,6,26.5,0.07547169811320754,0.11320754716981132,0.11320754716981132,llama3-latest,halueval,1,What character  did a cast member of the Apocalypse series play on The A-Team?
127,99,7,9,17,9,3,12,18.142857142857142,0.07086614173228346,0.13385826771653545,0.09448818897637795,llama3-latest,halueval,1,"Which is based on the series ""Fung Wan,"" Storm Rider Clash of the Evils or Fresh Pretty Cure!?"
86,67,4,10,6,5,2,8,21.5,0.11627906976744186,0.06976744186046512,0.09302325581395349,llama3-latest,halueval,1,In what county were The 1981 U.S. Clay Court Championships held?
49,36,2,3,7,2,1,6,24.5,0.061224489795918366,0.14285714285714285,0.12244897959183673,llama3-latest,halueval,1,Which television series did Deborah Ann Woll play in that was a spin-off of Marvel's Daredevil?
62,54,4,10,5,6,0,3,15.5,0.16129032258064516,0.08064516129032258,0.04838709677419355,llama3-latest,halueval,1,Da'Sean Butler was drafted 42nd overall by the Miami Heat in an NBA draft held at what venue?
157,124,7,14,24,12,6,10,22.428571428571427,0.08917197452229299,0.15286624203821655,0.06369426751592357,llama3-latest,halueval,1,In what year was the last novel of the author who wrote Revolutionary Road published?
32,26,2,2,2,1,0,4,16.0,0.0625,0.0625,0.125,llama3-latest,halueval,1,Shirley Collado is the president of the college located in what state?
99,78,6,6,9,4,2,13,16.5,0.06060606060606061,0.09090909090909091,0.13131313131313133,llama3-latest,halueval,1,"Serving from December 1, 1994- November 30, 2000, which Mexican President headed the San Andres Accords?"
98,86,4,12,11,5,3,7,24.5,0.12244897959183673,0.11224489795918367,0.07142857142857142,llama3-latest,halueval,1,Who wrote the music for the musical where Laura Ann Osnes played Bonnie Parker?
60,50,4,4,5,3,3,10,15.0,0.06666666666666667,0.08333333333333333,0.16666666666666666,llama3-latest,halueval,1,"Which is part of the Guangdong Province, Tumen, Jilin or Chaoyang District, Shantou?"
141,106,6,6,14,7,5,13,23.5,0.0425531914893617,0.09929078014184398,0.09219858156028368,llama3-latest,halueval,1,"""The Little Sisters of Eluria"" was included in which American author's collection ""Everything's Eventual"" ?"
49,40,2,1,5,1,0,5,24.5,0.02040816326530612,0.10204081632653061,0.10204081632653061,llama3-latest,halueval,1,"Mfon Sunday Udoka, is a Nigerian American former professional basketball player and the new Assistant Coach of the Nigeria women's national basketball team the Lady Tigers, she's the sister of NBA player Ime Sunday Udoka, a Nigerian-American former professional basketball player, and current assistant coach for the San Antonio Spurs, of which organization?"
19,17,1,1,1,0,0,3,19.0,0.05263157894736842,0.05263157894736842,0.15789473684210525,llama3-latest,halueval,1,Are the Lehigh Canal and the Gowanus Canal both located in the same state?
147,112,6,13,22,9,4,13,24.5,0.08843537414965986,0.14965986394557823,0.08843537414965986,llama3-latest,halueval,1,WereMaurice Elvey and Arthur Lubin both from the USA? 
45,35,2,2,2,1,0,8,22.5,0.044444444444444446,0.044444444444444446,0.17777777777777778,llama3-latest,halueval,1,What is the name of the 40th president who was in office when the Job Partnership Act of 1982 was passed?
67,58,3,7,12,6,1,1,22.333333333333332,0.1044776119402985,0.1791044776119403,0.014925373134328358,llama3-latest,halueval,1,"When was the writer of ""Public Speaking and Influencing Men In Business"" born?"
14,13,1,1,3,0,0,3,14.0,0.07142857142857142,0.21428571428571427,0.21428571428571427,llama3-latest,halueval,1,What instrument did Shannon Leto play in his band Thirty Seconds to Mars?
236,192,10,19,20,11,5,33,23.6,0.08050847457627118,0.0847457627118644,0.13983050847457626,llama3-latest,halueval,1,What countries were ruled by the same person whose illiegitimate son became Duke of Richmond?
67,44,2,3,11,2,1,11,33.5,0.04477611940298507,0.16417910447761194,0.16417910447761194,llama3-latest,halueval,1,"The 2009 Coca-Cola 600 was the which number stock car race, of the 2009 NASCAR Sprint Cup Series and the fiftieth iteration of the event, Stock car racing is a form of automobile racing found mainly and most prominently in the United States and Canada, with Australia, New Zealand and Brazil also having forms?"
21,19,2,2,2,0,0,3,10.5,0.09523809523809523,0.09523809523809523,0.14285714285714285,llama3-latest,halueval,1,"""They Saved Lisa's Brain"" is the twenty-second episode of ""The Simpsons""' tenth season, when which recurring character from the animated television series ""The Simpsons"", and is voiced by Dan Castellaneta?"
92,72,4,11,10,8,0,3,23.0,0.11956521739130435,0.10869565217391304,0.03260869565217391,llama3-latest,halueval,1,Which novel was based on a man who was interviewed for Criminal Mindscape?
32,24,2,4,4,2,0,5,16.0,0.125,0.125,0.15625,llama3-latest,halueval,1,Knocked Up starred the actor and filmmaker of what dual nationality?
41,29,2,2,1,0,0,9,20.5,0.04878048780487805,0.024390243902439025,0.21951219512195122,llama3-latest,halueval,1,"The 2010 Insight Bowl was the 22nd edition, of the college football bowl game, played at Sun Devil Stadium in Tempe, Arizona on Tuesday, December 28, 2010, it featured which team that represented the University of Missouri, in the 2010 NCAA Division I FBS football season?"
130,105,7,8,17,10,3,15,18.571428571428573,0.06153846153846154,0.13076923076923078,0.11538461538461539,llama3-latest,halueval,1,Who was the son of the ruling king of the second largest city in Afghanistan
168,137,7,15,31,13,7,10,24.0,0.08928571428571429,0.18452380952380953,0.05952380952380952,llama3-latest,halueval,1,What Category 5 hurricane cause the Sqannanoa River to flood?
112,88,6,7,10,5,5,22,18.666666666666668,0.0625,0.08928571428571429,0.19642857142857142,llama3-latest,halueval,1,"Anthony Harris Bennett, is a Canadian professional basketball player for the Phoenix Suns of the NBA, he was the first overall pick by the Cleveland Cavaliers, becoming the first Canadian to be drafted number one overall, in the 2013 NBA draft, that was held on which date, at Barclays Center in Brooklyn, New York?"
56,44,4,2,6,3,0,9,14.0,0.03571428571428571,0.10714285714285714,0.16071428571428573,llama3-latest,halueval,1,"Tressie Souders and Padmarajan, have which occupation in common?"
92,66,5,9,13,3,1,12,18.4,0.09782608695652174,0.14130434782608695,0.13043478260869565,llama3-latest,halueval,1,"In 37th overall episode of what series developed by Bruno Heller ,did Gordon and Bullock investigate a pair of clues in a museum?"
20,11,4,0,3,1,0,5,5.0,0.0,0.15,0.25,llama3-latest,halueval,1,"Roger Daltrey and David Gilmour, have what occupation, nationality in common?"
62,48,5,4,12,2,0,5,12.4,0.06451612903225806,0.1935483870967742,0.08064516129032258,llama3-latest,halueval,1,"iCan Benefit Group, LLC is a US based insurance agency that provides access to a wide range of health care plans, which American television direct-response advertisement salesperson, represented them?"
31,24,1,1,1,0,1,5,31.0,0.03225806451612903,0.03225806451612903,0.16129032258064516,llama3-latest,halueval,1,"In which city was the composer of ""Prima la musica e poi le parole"" born?"
177,139,7,21,33,13,1,10,25.285714285714285,0.11864406779661017,0.1864406779661017,0.05649717514124294,llama3-latest,halueval,1,In what country did the repression of citizens by a dictator during the period of 1973 to 1990 occur?
65,45,6,6,4,3,4,9,10.833333333333334,0.09230769230769231,0.06153846153846154,0.13846153846153847,llama3-latest,halueval,1,"who is the eldest,Elvis Costello or Zeeshan Zaidi?"
74,58,3,5,11,4,3,8,24.666666666666668,0.06756756756756757,0.14864864864864866,0.10810810810810811,llama3-latest,halueval,1,What band was Amy Grant's husband in?
56,44,2,3,4,0,1,7,28.0,0.05357142857142857,0.07142857142857142,0.125,llama3-latest,halueval,1,What movie that stars the owner of Plan B Entertainment is based on a 1979 novella by Jim Harrison?
38,30,3,4,2,2,1,4,12.666666666666666,0.10526315789473684,0.05263157894736842,0.10526315789473684,llama3-latest,halueval,1,Which of the following is located in Sacramento County: Imperial Dam or Folsom South Canal?
47,35,2,2,9,2,1,6,23.5,0.0425531914893617,0.19148936170212766,0.1276595744680851,llama3-latest,halueval,1,"Lee Jun-fan played what character in ""The Green Hornet"" television series?"
62,51,4,8,12,4,1,2,15.5,0.12903225806451613,0.1935483870967742,0.03225806451612903,llama3-latest,halueval,1,what year was the singer of Pattern of My life born ?
81,66,4,8,7,5,1,8,20.25,0.09876543209876543,0.08641975308641975,0.09876543209876543,llama3-latest,halueval,1,Which Italian amateur boxer beat Tumba Silva in the 2012 Olympics?
10,9,1,0,2,0,0,2,10.0,0.0,0.2,0.2,llama3-latest,halueval,1,Which occupation did Gareth Evans and Michael Winner have in common?
105,86,5,9,15,8,4,5,21.0,0.08571428571428572,0.14285714285714285,0.047619047619047616,llama3-latest,halueval,1,Does Tori Amos or John Wetton play the piano?
146,122,6,14,19,10,1,8,24.333333333333332,0.0958904109589041,0.13013698630136986,0.0547945205479452,llama3-latest,halueval,1,What is the total population number for the endangered Amur Tiger who takes refuge in Zov Tigra National Park?
66,58,4,11,6,6,0,2,16.5,0.16666666666666666,0.09090909090909091,0.030303030303030304,llama3-latest,halueval,1,In what year was Louis Joseph de Frances's mother born?
21,15,1,1,2,2,1,3,21.0,0.047619047619047616,0.09523809523809523,0.14285714285714285,llama3-latest,halueval,1,The 2012–13 Puebla season was the 66th professional season of a league currently sponsored by which company ?
22,21,1,1,3,0,0,5,22.0,0.045454545454545456,0.13636363636363635,0.22727272727272727,llama3-latest,halueval,1,Which town is located near Sokpoe in the Volta Region of Ghana and is the capital of South Tongu district?
113,80,5,6,18,5,1,13,22.6,0.05309734513274336,0.1592920353982301,0.11504424778761062,llama3-latest,halueval,1,"When was the movie that was a two-part made-for-television film adapted from a Lewis Carroll book, that was also a Disney movie was Natalie Gregory, who played Kathy in Spot Marks the X also appear in?"
187,107,6,8,28,7,4,19,31.166666666666668,0.0427807486631016,0.1497326203208556,0.10160427807486631,llama3-latest,halueval,1,Were Robert Wise and Stuart Gillard both actors in films in the 20th century?
25,20,1,3,3,0,0,4,25.0,0.12,0.12,0.16,llama3-latest,halueval,1,"""Anyone Can Fall in Love"" is a song, released in 1986, by an ""EastEnders"" actress born in which year ?"
160,127,11,12,15,11,2,24,14.545454545454545,0.075,0.09375,0.15,llama3-latest,halueval,1,"In the 1990's, who built one of the three mills landmarks in California?"
46,36,3,3,7,0,1,7,15.333333333333334,0.06521739130434782,0.15217391304347827,0.15217391304347827,llama3-latest,halueval,1,"On season eighteen of a show that premiered on March 17, 2014 Brooke Burke-Charvet was replaced as co-host by an American sportscaster who is a sideline reporter for who?"
57,44,4,6,7,1,0,7,14.25,0.10526315789473684,0.12280701754385964,0.12280701754385964,llama3-latest,halueval,1,In 2009 High and Mighty was sold to a mailorder group headquartered in what city?
102,83,4,5,18,8,2,13,25.5,0.049019607843137254,0.17647058823529413,0.12745098039215685,llama3-latest,halueval,1,Louis Litif was murdered after running afoul of a mob boss who led what organization?
35,24,2,2,2,0,1,4,17.5,0.05714285714285714,0.05714285714285714,0.11428571428571428,llama3-latest,halueval,1,Which star from The Hunt for Red October was born in 1931 ?
59,50,3,7,7,7,0,2,19.666666666666668,0.11864406779661017,0.11864406779661017,0.03389830508474576,llama3-latest,halueval,1,What small regional airport is situated south-west to the village of Irthington?
58,42,4,5,7,2,0,5,14.5,0.08620689655172414,0.1206896551724138,0.08620689655172414,llama3-latest,halueval,1,When was the wife of the man known by the nickname Boston Rob born?
77,63,4,8,19,4,2,6,19.25,0.1038961038961039,0.24675324675324675,0.07792207792207792,llama3-latest,halueval,1,The aircraft that uses Runway Overrun Prevention System technology is the first to have both a fuselage and wing structure made primarily of what material?
50,46,3,4,5,3,0,4,16.666666666666668,0.08,0.1,0.08,llama3-latest,halueval,1,Which district is represented by an Australian politician who is the New South Wales Minister for Family and Community Services?
26,21,1,2,5,1,0,3,26.0,0.07692307692307693,0.19230769230769232,0.11538461538461539,llama3-latest,halueval,1,Ethan Phillips plays the character Neelix in what sci-fi tv series?
82,61,3,9,11,5,3,9,27.333333333333332,0.10975609756097561,0.13414634146341464,0.10975609756097561,llama3-latest,halueval,1,"Which song on the album ""Reba Live"" was first released by Dolly Parton in October 1973?"
107,88,4,9,20,11,2,9,26.75,0.08411214953271028,0.18691588785046728,0.08411214953271028,llama3-latest,halueval,1,Whitney Williams has a chair on the board of a non-profit with Ben Affleck and what other company?
171,135,7,15,24,9,9,15,24.428571428571427,0.08771929824561403,0.14035087719298245,0.08771929824561403,llama3-latest,halueval,1,"What project was finished at a later date, Panzer VII Lowe or Panzer VII Maus?"
49,44,2,4,5,2,1,6,24.5,0.08163265306122448,0.10204081632653061,0.12244897959183673,llama3-latest,halueval,1,"Merimbula Merimbula is a town on the Merimbula Lake, located on which location, that refers to the narrow coastal belt from Sydney in the north to the border with Victoria in the south in the south-eastern part of the State of New South Wales, Australia?"
46,40,2,3,6,1,1,9,23.0,0.06521739130434782,0.13043478260869565,0.1956521739130435,llama3-latest,halueval,1,The Griffin Auto Company Building is named after the company that is in what region of the US?
80,57,4,2,6,3,1,15,20.0,0.025,0.075,0.1875,llama3-latest,halueval,1,"What hip hop group from Hollis, Queens, New York, founded in 1981 by Joseph Simmons, Darryl McDaniels, and Jason Mizell, was brought out by  the first rap crew from Dallas, Texas?"
229,166,9,12,26,11,12,15,25.444444444444443,0.05240174672489083,0.11353711790393013,0.06550218340611354,llama3-latest,halueval,1,"The Merchant of Venice is a 16th-century play by William Shakespeare in which a merchant in Venice must default on a large loan provided by an abused Jewish moneylender, notable is Portia's speech about which titled quote by Portia in William Shakespeare's ""The Merchant of Venice""; it occurs during Act IV, Scene 1, set in a Venetian Court of Justice?"
29,25,2,1,1,0,1,5,14.5,0.034482758620689655,0.034482758620689655,0.1724137931034483,llama3-latest,halueval,1," Grants Pass School District is a public school located in Grants Pass, Oregon which are both in what country?"
90,74,4,13,11,6,3,2,22.5,0.14444444444444443,0.12222222222222222,0.022222222222222223,llama3-latest,halueval,1,Jo Ann Terry won the 80m hurdles event at what Sao Paulo-based event from 1963?
42,31,2,4,3,1,2,5,21.0,0.09523809523809523,0.07142857142857142,0.11904761904761904,llama3-latest,halueval,1,"Stephen Campbell Moore is best known for his roles in ""The History Boys,"" a play created by a playwright born in what year?"
44,28,3,4,6,0,0,6,14.666666666666666,0.09090909090909091,0.13636363636363635,0.13636363636363635,llama3-latest,halueval,1,"in the 1975–76, Seattle SuperSonics lost to a team based in which US state ?"
80,69,4,7,12,5,2,8,20.0,0.0875,0.15,0.1,llama3-latest,halueval,1,Who owns the football club that Ángel Adán López Sandoval plays for?
22,19,1,2,4,1,0,3,22.0,0.09090909090909091,0.18181818181818182,0.13636363636363635,llama3-latest,halueval,1,Marion railway station is located in a suburb of Adelaide founded as a rural village in what year ?
77,66,4,3,11,6,3,13,19.25,0.03896103896103896,0.14285714285714285,0.16883116883116883,llama3-latest,halueval,1,"Which director is from a country closer to the United States, Arturo Ripstein or Bahman Ghobadi?"
171,140,6,16,31,6,4,24,28.5,0.0935672514619883,0.18128654970760233,0.14035087719298245,llama3-latest,halueval,1,"What year was the high strength synthetic fiber, which was the subject of a lawsuit between DuPont and Kolon Industries, developed?"
54,35,3,3,2,0,2,8,18.0,0.05555555555555555,0.037037037037037035,0.14814814814814814,llama3-latest,halueval,1,"Billings Logan International Airport and Palm Springs International Airport, both are located in the US?"
101,72,6,7,13,1,4,9,16.833333333333332,0.06930693069306931,0.12871287128712872,0.0891089108910891,llama3-latest,halueval,1,What episode features the character Wendy Testaburger of a show that aired on Comedy Central in August of 1997? 
79,57,5,9,6,3,1,10,15.8,0.11392405063291139,0.0759493670886076,0.12658227848101267,llama3-latest,halueval,1,"When was the English film and television actor died who sung the reprise of the song The Bare Necessities in ""The Jungle Book""?"
71,63,3,7,11,2,0,9,23.666666666666668,0.09859154929577464,0.15492957746478872,0.1267605633802817,llama3-latest,halueval,1,Who wrote Doomquest which establishes Doctor Doom as a member of his rogues gallery?
79,65,5,8,10,4,3,6,15.8,0.10126582278481013,0.12658227848101267,0.0759493670886076,llama3-latest,halueval,1,What award did Deepika Pedukone win for the film where Kirron Kher had a supporting role?
44,33,3,4,4,2,0,6,14.666666666666666,0.09090909090909091,0.09090909090909091,0.13636363636363635,llama3-latest,halueval,1,"Donald Molosi won an award for his performance as the first President of what country in ""Blue, Black and White""?"
27,22,2,3,3,0,2,4,13.5,0.1111111111111111,0.1111111111111111,0.14814814814814814,llama3-latest,halueval,1,"Patrick Bruders began touring with Down, replacing a musician who was also the bassist for the band Pantera, and is the current bassist for what band?"
78,58,3,7,5,1,3,11,26.0,0.08974358974358974,0.0641025641025641,0.14102564102564102,llama3-latest,halueval,1,Have both Gordon Wiles and Scott Hicks been nominated for Academy Awards?
63,45,5,1,7,3,2,9,12.6,0.015873015873015872,0.1111111111111111,0.14285714285714285,llama3-latest,halueval,1,"Are Fuling District and Qidong, Jiangsu both located in China?"
38,32,2,3,5,3,0,5,19.0,0.07894736842105263,0.13157894736842105,0.13157894736842105,llama3-latest,halueval,1,"Lewis Shay McGugan was a midfielder who played for which professional association football from Sheffield, England?"
60,52,3,9,8,5,1,1,20.0,0.15,0.13333333333333333,0.016666666666666666,llama3-latest,halueval,1,What is the nickname of Daulis Prescott's brother?
376,294,16,21,88,42,6,20,23.5,0.05585106382978723,0.23404255319148937,0.05319148936170213,llama3-latest,halueval,1,Who is Ronald Dworkin?
50,41,2,6,9,4,0,7,25.0,0.12,0.18,0.14,llama3-latest,halueval,1,Shin Hye-sun played her first protagonist role in a tv series that airs on what network?
43,37,2,4,4,4,1,4,21.5,0.09302325581395349,0.09302325581395349,0.09302325581395349,llama3-latest,halueval,1,"What was the nationality of the person who said Leonard Jimmie Savage was ""one of the few people I have met whom I would unhesitatingly call a genius""?"
26,19,1,1,3,1,1,4,26.0,0.038461538461538464,0.11538461538461539,0.15384615384615385,llama3-latest,halueval,1,What major Albanian musical event did Aurela Gaçe win?
61,45,4,5,10,3,0,8,15.25,0.08196721311475409,0.16393442622950818,0.13114754098360656,llama3-latest,halueval,1,"What American Thoroughbred horse race facility in Elmont, New York opened on May 4, 1905 and has a $500,000 purse starting in 2016?"
151,121,5,6,26,16,4,17,30.2,0.039735099337748346,0.17218543046357615,0.11258278145695365,llama3-latest,halueval,1,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?"
96,80,4,12,10,3,1,9,24.0,0.125,0.10416666666666667,0.09375,llama3-latest,halueval,1,Which movie staring Isabel Lucas also starred Ethan Hawke as a hematologist?
34,24,2,2,2,0,0,8,17.0,0.058823529411764705,0.058823529411764705,0.23529411764705882,llama3-latest,halueval,1,"When was the university founded which is in Baltimore, Maryland and Stephen J. Suomi served as a research professor?"
33,25,2,1,7,1,0,6,16.5,0.030303030303030304,0.21212121212121213,0.18181818181818182,llama3-latest,halueval,1,"What song was the first song released by Universal Music Group by New Zealand singer Lorde, also to be released later on her debut studio album?"
104,85,4,6,20,5,0,9,26.0,0.057692307692307696,0.19230769230769232,0.08653846153846154,llama3-latest,halueval,1,Which Harry Potter film was #2 when Kamen Rider Decade: All Riders vs. Dai-Shocker opened at the #1 spot?
40,31,2,4,3,2,1,6,20.0,0.1,0.075,0.15,llama3-latest,halueval,1,"Though Cherrie Ireland was born in Darwin, the capital city of the Northern Territory of Australia, she was on holiday in which city when she became paralysed by polio?"
100,87,4,6,16,7,2,10,25.0,0.06,0.16,0.1,llama3-latest,halueval,1,Who is the operator of the federal prison in which Aldrich Hazen Ames is serving a life sentence without the possibility of parole?
40,34,2,4,9,2,1,3,20.0,0.1,0.225,0.075,llama3-latest,halueval,1,Which team the player belongs to after which  Ahmad Khormali wears pyjama-like tracksuit bottoms while playing? 
99,67,4,5,14,3,5,13,24.75,0.050505050505050504,0.1414141414141414,0.13131313131313133,llama3-latest,halueval,1,"Mr. Wong, Detective is a 1938 American crime film directed by William Nigh and starring who, was an English actor who was primarily known for his typecast roles in horror films that depicted the characters Frankenstein and the Mummy?"
36,28,3,2,5,2,1,5,12.0,0.05555555555555555,0.1388888888888889,0.1388888888888889,llama3-latest,halueval,1,Río de Sangre was originally recorded for Albany Records in what year?
51,39,2,4,9,4,1,6,25.5,0.0784313725490196,0.17647058823529413,0.11764705882352941,llama3-latest,halueval,1,Ave Satani was the theme song to which Richard Donner horror film?
149,119,5,11,28,9,3,18,29.8,0.0738255033557047,0.18791946308724833,0.12080536912751678,llama3-latest,halueval,1,Which traditional event that began on 26 December did the Pakistani cricket team replace with a tour of South Africa during the 2012-13 cricket season?
111,84,6,6,15,6,3,11,18.5,0.05405405405405406,0.13513513513513514,0.0990990990990991,llama3-latest,halueval,1,"Which man, Ben Bagdikian or Eddie Mekka, is most famous for his role as Carmine ""The Big Ragu"" Ragusa on the sitcom ""Laverne & Shirley""?"
214,160,15,17,22,10,6,23,14.266666666666667,0.0794392523364486,0.102803738317757,0.10747663551401869,llama3-latest,halueval,1,How did the first movie of the series that spawned Arthur 3: The War of the Two Worlds do internationally?
66,57,3,5,15,6,0,4,22.0,0.07575757575757576,0.22727272727272727,0.06060606060606061,llama3-latest,halueval,1,What is the name of the American Actress who serves as spokeswoman for Fashion for Relief?
58,42,4,5,8,4,5,4,14.5,0.08620689655172414,0.13793103448275862,0.06896551724137931,llama3-latest,fever,1,Bedazzled (2000 film) has an all-female cast.
75,57,4,6,10,3,2,9,18.75,0.08,0.13333333333333333,0.12,llama3-latest,fever,1,Paul Newman didn't start a food company in 1982 called Newman's Own.
96,75,5,10,16,7,6,4,19.2,0.10416666666666667,0.16666666666666666,0.041666666666666664,llama3-latest,fever,1,Mr. Nobody had zero sound.
141,118,6,9,22,15,6,9,23.5,0.06382978723404255,0.15602836879432624,0.06382978723404255,llama3-latest,fever,1,The World Senior Chess Championship happens weekly.
244,121,15,5,14,8,1,50,16.266666666666666,0.020491803278688523,0.05737704918032787,0.20491803278688525,llama3-latest,fever,1,Doctor Who has only been played by David Tennant
97,76,4,10,14,5,3,6,24.25,0.10309278350515463,0.14432989690721648,0.061855670103092786,llama3-latest,fever,1,"Emma was first broadcasted on February 16, 1997."
71,62,4,5,10,6,5,8,17.75,0.07042253521126761,0.14084507042253522,0.11267605633802817,llama3-latest,fever,1,George Best was only ever in Antarctica.
70,50,4,5,8,4,4,4,17.5,0.07142857142857142,0.11428571428571428,0.05714285714285714,llama3-latest,fever,1,Oscar Robertson was only nicknamed Peter.
71,58,4,6,8,1,2,7,17.75,0.08450704225352113,0.11267605633802817,0.09859154929577464,llama3-latest,fever,1,Rope was directed by Elizabeth Warren.
211,161,8,17,22,14,6,25,26.375,0.08056872037914692,0.10426540284360189,0.11848341232227488,llama3-latest,fever,1,There is no record of Peyton Manning ever playing football.
64,49,3,2,8,3,3,12,21.333333333333332,0.03125,0.125,0.1875,llama3-latest,fever,1,19 Kids and Counting aired on the cable channel AMC.
41,32,5,6,2,1,3,3,8.2,0.14634146341463414,0.04878048780487805,0.07317073170731707,llama3-latest,fever,1,Sean Connery did not act in Dragonheart.
123,100,4,12,13,5,8,5,30.75,0.0975609756097561,0.10569105691056911,0.04065040650406504,llama3-latest,fever,1,"George R. R. Martin is only known by the name ""Fatty G""."
111,87,5,10,15,5,2,12,22.2,0.09009009009009009,0.13513513513513514,0.10810810810810811,llama3-latest,fever,1,Maynard James Keenan was born in 2000.
63,55,4,6,11,5,3,3,15.75,0.09523809523809523,0.1746031746031746,0.047619047619047616,llama3-latest,fever,1,Abby Sciuto is a real character.
140,84,6,7,11,10,3,19,23.333333333333332,0.05,0.07857142857142857,0.1357142857142857,llama3-latest,fever,1,Whitney Houston only starred in Martin Scorsese films.
170,136,6,10,24,14,9,9,28.333333333333332,0.058823529411764705,0.1411764705882353,0.052941176470588235,llama3-latest,fever,1,Maggie Smith isn't an actress.
93,74,4,6,13,4,3,9,23.25,0.06451612903225806,0.13978494623655913,0.0967741935483871,llama3-latest,fever,1,"Susan Atkins attended a concert on September 18, 2012."
199,159,8,13,27,15,9,23,24.875,0.06532663316582915,0.135678391959799,0.11557788944723618,llama3-latest,fever,1,William Jennings Bryan had nothing to do with politics.
117,88,4,10,9,6,0,12,29.25,0.08547008547008547,0.07692307692307693,0.10256410256410256,llama3-latest,fever,1,Love & Friendship has only ever had a Welsh actor.
74,64,5,11,13,3,1,4,14.8,0.14864864864864866,0.17567567567567569,0.05405405405405406,llama3-latest,fever,1,Ballet Shoes is a young adult novel.
327,190,18,24,41,19,6,44,18.166666666666668,0.07339449541284404,0.12538226299694188,0.1345565749235474,llama3-latest,fever,1,Eagles (band) failed to release any albums.
154,95,7,5,21,3,0,29,22.0,0.032467532467532464,0.13636363636363635,0.18831168831168832,llama3-latest,fever,1,How I Met Your Mother's directors include Larry David.
93,76,6,9,14,8,6,6,15.5,0.0967741935483871,0.15053763440860216,0.06451612903225806,llama3-latest,fever,1,Theodore Roosevelt failed at one game.
47,37,3,4,8,2,1,4,15.666666666666666,0.0851063829787234,0.1702127659574468,0.0851063829787234,llama3-latest,fever,1,Demi Moore did not gain recognition for acting in St. Elmo's Fire.
106,83,6,7,17,9,2,8,17.666666666666668,0.0660377358490566,0.16037735849056603,0.07547169811320754,llama3-latest,fever,1,Sweden is a fish.
140,112,7,9,18,5,9,19,20.0,0.06428571428571428,0.12857142857142856,0.1357142857142857,llama3-latest,fever,1,South East England is the most populous region in France.
67,53,5,6,7,5,6,3,13.4,0.08955223880597014,0.1044776119402985,0.04477611940298507,llama3-latest,fever,1,Tall Story is an American food dish.
53,45,5,9,9,2,2,1,10.6,0.16981132075471697,0.16981132075471697,0.018867924528301886,llama3-latest,fever,1,Snoop Dogg does not coach a youth football league.
267,192,9,17,37,19,6,32,29.666666666666668,0.06367041198501873,0.13857677902621723,0.1198501872659176,llama3-latest,fever,1,The Beatles was a pest infestation in the 1970s.
152,128,6,11,20,3,6,15,25.333333333333332,0.07236842105263158,0.13157894736842105,0.09868421052631579,llama3-latest,fever,1,"Bloomsbury Publishing, Scholastic and Raincoat Books turned down the publishing rights to Harry Potter and the Deathly Hallows."
78,61,4,7,6,4,4,14,19.5,0.08974358974358974,0.07692307692307693,0.1794871794871795,llama3-latest,fever,1,John Cena is incapable of being a two-time Royal Rumble winner for the year 2008 and 2013.
40,32,4,6,3,4,1,1,10.0,0.15,0.075,0.025,llama3-latest,fever,1,Samuel Witwer's is without a middle name.
53,45,4,4,3,2,2,5,13.25,0.07547169811320754,0.05660377358490566,0.09433962264150944,llama3-latest,fever,1,The Statue of Liberty is in the Gulf of Mexico.
181,134,12,15,18,14,3,22,15.083333333333334,0.08287292817679558,0.09944751381215469,0.12154696132596685,llama3-latest,fever,1,Emily Blunt has yet to appear in a film adapted from a novel.
222,175,9,22,39,20,14,16,24.666666666666668,0.0990990990990991,0.17567567567567569,0.07207207207207207,llama3-latest,fever,1,One Direction has failed to make anything.
172,147,7,16,36,7,11,8,24.571428571428573,0.09302325581395349,0.20930232558139536,0.046511627906976744,llama3-latest,fever,1,Many of Titanic's lifeboats were launched before the crash.
